merchant_id,corridor,category,name,raw_category,address,city,region,country,latitude,longitude,website,phone,source,first_seen_month,geo_precision
ChIJ1bio5vwV2jERYTVD256o8FQ,CN->SG,Food,Uncle Leong Signatures,Chinese restaurant,"1 Joo Koon Cir, #03-26 FairPrice Joo Koon",Singapore,,SG,1.3272183,103.6785455,http://www.uncleleongsignatures.com/,+65 8878 0803,google_maps_vendor_export,2026-08,crawler_exact
ChIJ1ceJAYIZ2jERBDq8G-PB1Ck,CN->SG,Food,Liang Kee Teochew Restaurant,Chinese restaurant,556 MacPherson Rd,Singapore,,SG,1.3324028,103.8850935,https://liangkeerestaurant.com/,+65 6278 7026,google_maps_vendor_export,2026-08,crawler_exact
ChIJ1d0-d6oZ2jERbqzDiEHTuS8,CN->SG,Food,Jia He Grand Chinese Restaurant (Jia He Grand),Chinese restaurant,"1 Farrer Park Station Rd, #01-01 One Farrer Hotel",Singapore,,SG,1.312811,103.8541745,https://www.jiahe.com.sg/,+65 6538 9688,google_maps_vendor_export,2026-08,crawler_exact
ChIJ1z1rl4YX2jER5Dm8jwFIGjY,CN->SG,Food,Casuarina Curry Restaurant and Catering,Indian restaurant,187 MacPherson Rd,Singapore,,SG,1.3303589,103.875493,https://www.casuarinacatering.com/,+65 6285 9001,google_maps_vendor_export,2026-08,crawler_exact
ChIJ26f-6Z4Z2jERGpsI6a3XdiU,CN->SG,Food,Shin Minori Japanese Restaurant @ UE Square,Japanese restaurant,"81 Clemenceau Ave, #03-15/16",Singapore,,SG,1.2919659,103.8426977,http://www.shinminori.com.sg/,+65 6733 2272,google_maps_vendor_export,2026-08,crawler_exact
ChIJ27Nx_BgZ2jER-eTIMZ8ZORM,CN->SG,Food,Ah Yat Seafood Restaurant,Seafood restaurant,19 Sims Way,Singapore,,SG,1.3121512,103.8746939,http://ahyatrestaurant.com.sg/,+65 6332 2288,google_maps_vendor_export,2026-08,crawler_exact
ChIJ2QyAErEb2jER2La0cesrzwA,CN->SG,Food,MIYOSHI by Fat Cow - Teppan-Kaiseki @ Sentosa,Japanese restaurant,"2 Gunner Ln, #01-04/05/06 Mess Hall at Sentosa",Singapore,,SG,1.2529859,103.8205133,http://www.miyoshi.sg/,+65 9247 7668,google_maps_vendor_export,2026-08,crawler_exact
ChIJ2XAPSDYQ2jEROm78Hw5Pgos,CN->SG,Food,Habib Family Restaurant Bukit Batok,Restaurant,"374 Bukit Batok Street 31, Block 377 HDB Bukit Batok",Singapore,,SG,1.357657,103.7506629,undefined,+65 6561 6976,google_maps_vendor_export,2026-08,crawler_exact
ChIJ2Y8ISqI92jERJAkMl3WwlXA,CN->SG,Food,Kin Kao Mai Thai Restaurant,Thai restaurant,50 Punggol East,Singapore,,SG,1.3935658,103.9177688,undefined,+65 8811 5858,google_maps_vendor_export,2026-08,crawler_exact
ChIJ2cHrHK8P2jERrEVc8kgYqmg,CN->SG,Food,SZ Kitchen @ D’Arena,Fish and seafood restaurant,"511 Upper Jurong Rd, Blk E Level 1",Singapore,,SG,1.3294537,103.682807,undefined,+65 8013 0558,google_maps_vendor_export,2026-08,crawler_exact
ChIJ2czce3IZ2jERsxb9tAMRD-Q,CN->SG,Food,Nicolas Le Restaurant,Restaurant,10 Teck Lim Rd,Singapore,,SG,1.2803389,103.8420164,http://www.restaurantnicolas.com/,+65 9643 4391,google_maps_vendor_export,2026-08,crawler_exact
ChIJ31zEWooZ2jERhwUgBDWxuok,CN->SG,Food,PAUL Tanglin,French restaurant,"163 Tanglin Rd, #01-118/120 Tanglin Mall",Singapore,,SG,1.305035,103.823845,http://www.paul-singapore.com/,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ34jrBNQi2jER8TS0jo_zrsY,CN->SG,Food,Hong Kong Street Family Restaurant Bedok 香港街,Chinese restaurant,"430 Upper Changi Rd, #01-67",Singapore,,SG,1.3320173,103.9462022,undefined,+65 6245 3881,google_maps_vendor_export,2026-08,crawler_exact
ChIJ38SghT4Y2jER5Fe3J-Thu8M,CN->SG,Food,Ros Lamul - Best Thai Restaurant in Singapore,Thai restaurant,379 Guillemard Rd,Singapore,,SG,1.3117522,103.8877748,undefined,+65 9816 8055,google_maps_vendor_export,2026-08,crawler_exact
ChIJ3ZiRQ0wR2jER9oCv4f9T9oY,CN->SG,Food,Al Hazima Restaurant,Indian Muslim restaurant,4 Cheong Chin Nam Rd,Singapore,,SG,1.3423657,103.7752408,undefined,+65 6513 0000,google_maps_vendor_export,2026-08,crawler_exact
ChIJ3bz7o1gF2jERqm8AJ08dOnI,CN->SG,Food,SZ Kitchen @ Joo Koon,Fish and seafood restaurant,"1 Joo Koon Cir, #01-45 FairPrice Joo Koon",Singapore,,SG,1.327209,103.678718,undefined,+65 8013 0558,google_maps_vendor_export,2026-08,crawler_exact
ChIJ3x67XiIZ2jERNLoiO6raxGU,CN->SG,Food,Black Pepper Multicuisine Restaurant Singapore,Indian restaurant,"3 Temasek Blvd, Tower 3, #03-367/370 Suntec City mall",Singapore,,SG,1.295069,103.8599416,https://blackpepper.com.sg/,+65 8688 4566,google_maps_vendor_export,2026-08,crawler_exact
ChIJ4-VvVKQZ2jERpID4oMNCeLU,CN->SG,Food,Asia Grand Chinese Restaurant | Cantonese Cuisine Singapore,Chinese restaurant,"252 N Bridge Rd, #03-22B Fairmont Singapore (South Tower",Singapore,,SG,1.2939134,103.8538711,http://www.asiagrand.com.sg/,+65 6887 0010,google_maps_vendor_export,2026-08,crawler_exact
ChIJ40aBt_8W2jERuo-1JPazw4o,CN->SG,Food,Shamiana Restaurant - Serangoon Garden Way,Indian restaurant,"24 Maju Ave, Garden Estate",Singapore,,SG,1.3652583,103.8658003,http://www.shamiana.com.sg/,+65 6283 9685,google_maps_vendor_export,2026-08,crawler_exact
ChIJ487Dp2oR2jERTV1zM0iJNYo,CN->SG,Food,YC Dining & Bar | Western Restaurant Bar,Western restaurant,"2 Venture Dr, #01-45",Singapore,,SG,1.3305038,103.7443055,https://www.ycdiningandbar.info/,+65 6980 5432,google_maps_vendor_export,2026-08,crawler_exact
ChIJ48Vict4b2jERkC8mMbyY8_o,CN->SG,Food,Tee Top Restaurant,Family restaurant,239 Sime Rd,Singapore,,SG,1.3418745,103.8113082,http://www.keppelclub.com.sg/Tee-Top,+65 6933 3962,google_maps_vendor_export,2026-08,crawler_exact
ChIJ4SkXHigZ2jERe_tpWCuslzs,CN->SG,Food,Dal Bam Korean BBQ Restaurant,Korean barbecue restaurant,"66 Tg Pagar Rd, #02-66",Singapore,,SG,1.2788698,103.8438265,undefined,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ4VIYcYM92jER3JjwNuznRrU,CN->SG,Food,Abu Mubarak Mandi Rice Restaurant (Tampines),Middle Eastern restaurant,300 Tampines Ave 5,Singapore,,SG,1.3521977,103.9416774,https://www.abumubarakmandirice.com/,+65 9858 0265,google_maps_vendor_export,2026-08,crawler_exact
ChIJ4ctYDaEZ2jERmhYhjWkjIf4,CN->SG,Food,Flutes,Fine dining restaurant,"120 Beach Rd, #01-02 Guoco Midtown House",Singapore,,SG,1.2973463,103.857383,http://www.flutes.com.sg/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+65 6338 8770,google_maps_vendor_export,2026-08,crawler_exact
ChIJ4fVxTf8b2jERtNRUV2Ng-0Q,CN->SG,Food,"Coastes - Beach Bar & Restaurant | Siloso Beach, Sentosa",Restaurant,"50 Siloso Bch Walk, #01-06",Singapore,,SG,1.2524212,103.8161708,http://www.coastes.com/,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ4w9Rwbwb2jERbaN2kBT1Eqw,CN->SG,Food,Sakunthala's Restaurant - SAFRA Mount Faber,Indian restaurant,"2 Telok Blangah Way #01-07 SAFRA, Mount Faber",Singapore,,SG,1.2775513,103.8174644,https://www.sakunthalas.com/,+65 6261 0314,google_maps_vendor_export,2026-08,crawler_exact
ChIJ5-gaDK8Z2jERSUw9L4HrdK8,CN->SG,Food,Soup Restaurant @ Suntec City,Cantonese restaurant,"3 Temasek Blvd, #B1-127",Singapore,,SG,1.2946756,103.8582806,http://www.souprestaurant.com.sg/,+65 6333 9886,google_maps_vendor_export,2026-08,crawler_exact
ChIJ5SCE0q4e2jERLiATjgKeV90,CN->SG,Food,THE CLIFF,Italian restaurant,"2 Bukit Manis Rd, Sentosa",Singapore,,SG,1.2457724,103.8267834,https://restaurantsandbars.accor.com/fr/restaurant/9474_R004?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps,+65 6708 8360,google_maps_vendor_export,2026-08,crawler_exact
ChIJ5UCkFuEH2jERbLSqUpAAb4c,CN->SG,Food,Greenhouse Bistro,Restaurant,"30 Tuas Bay Dr, #01-00",Singapore,,SG,1.3154265,103.6316115,undefined,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ5XjbxhgQ2jERM4SnMVct6-Q,CN->SG,Food,Enaq the prata shop,Indian restaurant,303 Jurong East Street 32,Singapore,,SG,1.3446764,103.7353697,undefined,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ5ySHC3IZ2jERu-xiMMTjAVE,CN->SG,Food,Candlenut,Nyonya restaurant,17a Dempsey Rd,Singapore,,SG,1.3058022,103.810095,https://www.comoepicurean.com/restaurants/candlenut/,+65 1800 304 2288,google_maps_vendor_export,2026-08,crawler_exact
ChIJ5yUNSEUa2jERwFbLzYcct0g,CN->SG,Food,roots@onenorth restaurant,Western restaurant,"3 Fusionopolis Pl Workloft, Unit, #01 - 50 Galaxis",Singapore,,SG,1.2996794,103.78726,http://www.facebook.com/rootsonenorth,+65 8040 5140,google_maps_vendor_export,2026-08,crawler_exact
ChIJ60i8_RYY2jER0Ah_GzYBzeY,CN->SG,Food,Kucina Italian Restaurant,Italian restaurant,"11 Tanjong Katong Rd, #B1-09/10",Singapore,,SG,1.3149417,103.8945413,http://kucinaitalian.com/,+65 6493 2154,google_maps_vendor_export,2026-08,crawler_exact
ChIJ6WJrhG0Z2jERFtVbDrD08jM,CN->SG,Food,Meta Restaurant,Fine dining restaurant,"9 Mohamed Sultan Rd, Meta Restaurant",Singapore,,SG,1.2939004,103.8418116,http://www.metarestaurant.sg/,+65 9233 9721,google_maps_vendor_export,2026-08,crawler_exact
ChIJ6ZICzEwP2jERlb1OvfWlxrk,CN->SG,Food,Captain's Table,Chinese restaurant,10 Tuas West Dr,Singapore,,SG,1.3425467,103.6354306,https://www.rafflesmarina.com.sg/dining/group-1/captain-s-table.html,+65 6869 2288,google_maps_vendor_export,2026-08,crawler_exact
ChIJ6c_XS6oV2jERnoFBMjB_LbE,CN->SG,Food,Sembawang Eating House Seafood Restaurant,Seafood restaurant,500 Gambas Ave,Singapore,,SG,1.4344224,103.823281,https://www.sehseafood.com/,+65 6423 9861,google_maps_vendor_export,2026-08,crawler_exact
ChIJ6w20tYcP2jERTgGjpchB0Ng,CN->SG,Food,Rasa Istimewa Restaurant @ Safra Jurong (Halal Seafood),Restaurant,"333 Boon Lay Way, #2B-01",Singapore,,SG,1.335214,103.7061558,http://www.rasaistimewa.sg/,+65 6877 9339,google_maps_vendor_export,2026-08,crawler_exact
ChIJ6wtcjx0Z2jERgop9RFB4BCU,CN->SG,Food,Nalan Restaurant Little India,Vegetarian restaurant,82 Serangoon Rd,Singapore,,SG,1.30649,103.8519744,https://nalan.com.sg/,+65 9171 8282,google_maps_vendor_export,2026-08,crawler_exact
ChIJ6yveHwAR2jER1AW2Ffr0uZ4,CN->SG,Food,East Ocean Legend Seafood Restaurant,Restaurant,"63 Hillview Ave, #06-00 Lam Soon Industrial Building",Singapore,,SG,1.3571577,103.7630314,https://www.facebook.com/profile.php?id=61591427138403,+65 8074 1038,google_maps_vendor_export,2026-08,crawler_exact
ChIJ74mSCrsi2jERJG7qojkJU-k,CN->SG,Food,Etna Italian Restaurant (East Coast),Italian restaurant,110 Upper E Coast Rd,Singapore,,SG,1.3132206,103.9293525,http://www.etnaitalianrestaurant.com/,+65 6444 9530,google_maps_vendor_export,2026-08,crawler_exact
ChIJ756pFwsf2jERSX3p6a-SwwI,CN->SG,Food,"Little Farms Table, Sentosa (Restaurant)",Restaurant,"1 Cove Ave, #02-14 PPRT Sentosa",Singapore,,SG,1.2472748,103.8399516,https://www.littlefarmscafe.com/,+65 3158 2457,google_maps_vendor_export,2026-08,crawler_exact
ChIJ75ZsIMsX2jERnk3vHq-qutQ,CN->SG,Food,121 Prawn Roll (Restaurant 121),Takeout Restaurant,"6 Hougang Ave 3, #01-84",Singapore,,SG,1.3627025,103.8939807,undefined,+65 6382 2275,google_maps_vendor_export,2026-08,crawler_exact
ChIJ77snggwG2jER0wYRCz2-4yM,CN->SG,Food,Hi-Five Restaurant & Catering Pte. Ltd.,Fusion restaurant,14 Tech Park Cres,Singapore,,SG,1.3108778,103.630262,undefined,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ7VRKwAY92jERecn25Uf7_J8,CN->SG,Food,Alsalam Restaurant,Halal restaurant,"472 Tampines Street 44, #01-49",Singapore,,SG,1.3600744,103.9536754,undefined,+65 6783 8073,google_maps_vendor_export,2026-08,crawler_exact
ChIJ80ZPPvUR2jERsK-jEZy1Owc,CN->SG,Food,AHTTI Korean Restaurant,Korean restaurant,"2 Venture Dr, #02-43",Singapore,,SG,1.330109,103.744756,https://www.instagram.com/ahtti_kr/,+65 6803 9341,google_maps_vendor_export,2026-08,crawler_exact
ChIJ82KCjowZ2jER37FvW5wmONU,CN->SG,Food,Hana Japanese Restaurant,Japanese restaurant,"583 Orchard Road, Forum The Shopping Mall, #01-17",Singapore,,SG,1.3061111,103.8286111,https://www.hanarestaurantsg.com/,+65 6737 5525,google_maps_vendor_export,2026-08,crawler_exact
ChIJ8TTpmsk92jERNHpupLAkT3Q,CN->SG,Food,Indian Tandoor Restaurant,Restaurant,#01-65 430 Upper Changi Rd,Singapore,,SG,1.3320183,103.9461061,http://indiantandoor.com.sg/,+65 9105 2565,google_maps_vendor_export,2026-08,crawler_exact
ChIJ8VPbCQcY2jER_UWNKLjbjgQ,CN->SG,Food,Alsalam Restaurant,Indian Muslim restaurant,457 Changi Rd,Singapore,,SG,1.3191889,103.9124729,undefined,+65 6841 3543,google_maps_vendor_export,2026-08,crawler_exact
ChIJ8_VREaYR2jERtLdaxL0W1Sc,CN->SG,Food,Anandham Chettinad Restaurant,Restaurant,"152 Bukit Batok Street 11, #01-264",Singapore,,SG,1.3483489,103.7442538,undefined,+65 6904 0100,google_maps_vendor_export,2026-08,crawler_exact
ChIJ9-t6OzsY2jER4mR3gW7x-s8,CN->SG,Food,金方圆饺子馆 Jin Fang Yuan Restaurant,Restaurant,84 Lor 25A Geylang,Singapore,,SG,1.3161875,103.8833377,undefined,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ93wE0BcY2jERorSvVjCkWN8,CN->SG,Food,ShangHai Family Restaurant,Chinese restaurant,789 Geylang Rd,Singapore,,SG,1.3151274,103.8917245,undefined,+65 6848 4530,google_maps_vendor_export,2026-08,crawler_exact
ChIJ978lPHYP2jERf2c1HxrwMsQ,CN->SG,Food,Bottle tree cafe restaurant by sembawang eating house seafood restaurant,Asian restaurant,510 Upper Jurong Rd,Singapore,,SG,1.332714,103.678929,undefined,,google_maps_vendor_export,2026-08,crawler_exact
ChIJ98EW-_g92jERT1piAsJAnow,CN->SG,Food,Seoul Good Korean Restaurant (PUNGGOL),Korean restaurant,50 Punggol East,Singapore,,SG,1.3933217,103.9176177,https://www.facebook.com/seoulgoodsg/,+65 8378 7873,google_maps_vendor_export,2026-08,crawler_exact
ChIJ99TNbQ0Z2jERRn54Uqk3ojc,CN->SG,Food,潮州发记 Teochew Restaurant Huat Kee,Chinese restaurant,"#02-01 RELC Building, 30 Orange Grove Rd",Singapore,,SG,1.3130143,103.8260798,http://www.teochewrestaurant.com/,+65 6423 4747,google_maps_vendor_export,2026-08,crawler_exact
ChIJ9ciIgO892jERUNJPC3z_jKA,CN->SG,Food,Nandhana's restaurant Eastpoint Simei,Restaurant,"3 Simei Street 6, #02-05 Eastpoint Mall",Singapore,,SG,1.3427303,103.9530181,http://www.nandhanas.com/,+65 8690 5861,google_maps_vendor_export,2026-08,crawler_exact
ChIJ9coFPjQY2jERbycvhMP_z-w,CN->SG,Food,Imam Banana Leaf Restaurant Pte Ltd,Restaurant,12 Lor 1 Geylang,Singapore,,SG,1.3110978,103.8725542,https://www.facebook.com/pages/Imam-Banana-Leaf-Restaurant/172338039478801,+65 6744 8644,google_maps_vendor_export,2026-08,crawler_exact
ChIJ9y7Rbo4a2jERLC1BGHJVV_w,CN->SG,Food,Soup Restaurant 三盅两件 @ Clementi Mall,Cantonese restaurant,"3155 Commonwealth Ave W, #03 - 62",Singapore,,SG,1.3151,103.7647806,http://www.souprestaurant.com.sg/,+65 6659 3688,google_maps_vendor_export,2026-08,crawler_exact
ChIJA17IiV4X2jERbNjg85Wi4NU,CN->SG,Food,Luss Restaurant & Bar,Bistro,"5B Portsdown Rd, #01-04",Singapore,,SG,1.2945449,103.7961273,https://www.luss.sg/,+65 8093 1979,google_maps_vendor_export,2026-08,crawler_exact
ChIJA3PsA1QX2jER0STfSUKNqbU,CN->SG,Food,Xin Lai Lai Seafood Restaurant,Restaurant,"391 Upper Aljunied Rd, #391",Singapore,,SG,1.3332616,103.878829,undefined,+65 8336 3918,google_maps_vendor_export,2026-08,crawler_exact
ChIJAQAAsAAc2jERbbHzLY1ImcM,CN->SG,Food,Good Old Days Singapore Flavours,Singaporean restaurant,"60 Siloso Bch Walk, #01-03/04",Singapore,,SG,1.2516525,103.8171855,https://www.mountfaberleisure.com/restaurant/good-old-days/,+65 6361 0088,google_maps_vendor_export,2026-08,crawler_exact
ChIJAXBY2D0U2jERZWpNAYMidOw,CN->SG,Food,Himawari Japanese Restaurant OCC,Authentic Japanese restaurant,"1 Orchid Club Rd #02-02/03, Driving Range unit (Carpark, A Orchid Country Club",Singapore,,SG,1.4136054,103.8448136,https://www.bento.com.sg/,+65 6834 3313,google_maps_vendor_export,2026-08,crawler_exact
ChIJAaUa-RcU2jERfUdAHPUblEQ,CN->SG,Food,Royal Palm @ Orchid Country Club Restaurant,Halal restaurant,"1 Orchid Club Road, #01-21/22, Social Clubhouse",Singapore,,SG,1.4109962,103.8443196,http://www.royalpalmocc.com.sg/,+65 6555 2165,google_maps_vendor_export,2026-08,crawler_exact
ChIJAbqMFbsi2jEROYuBNPvVbvI,CN->SG,Food,Megumi Japanese Restaurant,Japanese restaurant,443 Joo Chiat Rd,Singapore,,SG,1.3070356,103.9043681,http://www.megumi.com.sg/,+65 6243 0700,google_maps_vendor_export,2026-08,crawler_exact
ChIJAdJ_1hQ92jERP1rHP9LQY2Q,CN->SG,Food,Alsalam Restaurant,Indian Muslim restaurant,801 Tampines Ave 4,Singapore,,SG,1.3467606,103.9380649,https://www.foodpanda.sg/restaurant/x4ke/alsalam-restaurant,+65 6789 9680,google_maps_vendor_export,2026-08,crawler_exact
ChIJAwFUL6QQ2jERRnZAgGX_g1k,CN->SG,Food,Greenwood Fish Market | Seafood Restaurant & Market in Bukit Timah,Seafood restaurant,34 & 38 Greenwood Ave,Singapore,,SG,1.3317747,103.806434,http://www.greenwoodfishmarket.com/,+65 6467 4950,google_maps_vendor_export,2026-08,crawler_exact
ChIJAyjVlcs82jERAt-b0q8rhoM,CN->SG,Food,Garden View Restaurant,Chinese restaurant,25 Changi Coast Walk,Singapore,,SG,1.3292506,103.9796745,http://www.tmcc.org.sg/fb-outlets/,+65 6545 2891,google_maps_vendor_export,2026-08,crawler_exact
ChIJB6GpqcIT2jER9K6akoOWj14,CN->SG,Food,East Treasure Chinese Restaurant (東寶) Woods Square,Chinese restaurant,"6 Woodlands Sq, #01-07/08/09/10 Woods Square",Singapore,,SG,1.4347341,103.7860973,http://www.easttreasure.com.sg/,+65 8770 2447,google_maps_vendor_export,2026-08,crawler_exact
ChIJBUNpgbAX2jERZR8GXn-t9-o,CN->SG,Food,Tora Tora Tora Japanese Restaurant Singapore,Japanese restaurant,"62 Ubi Rd 1, #11-19",Singapore,,SG,1.3322686,103.892106,https://www.toratoratora.sg/,+65 9852 9148,google_maps_vendor_export,2026-08,crawler_exact
ChIJBaFPaMEj2jERDH3HboYBSX8,CN->SG,Food,Cheng Ji Seafood Restaurant 城记海鲜 | East Coast Road Branch (Siglap),Seafood restaurant,891 E Coast Rd,Singapore,,SG,1.3127347,103.9240304,http://www.chengjiseafood.com/,+65 9694 1818,google_maps_vendor_export,2026-08,crawler_exact
ChIJBcVP76MZ2jEROyOCv2NE8v4,CN->SG,Food,Smith Marine Floating Restaurant,Restaurant,9XW6+VJP,Singapore,,SG,1.3972416,103.9615845,http://www.smithmarine.com.sg/,+65 9792 7609,google_maps_vendor_export,2026-08,crawler_exact
