merchant_id,corridor,category,as_of_month,base_rate_pm,horizon_rate_pm,momentum_score,rating_t,rating_t_plus_h,rating_change,base_reviews_at_t,momentum_pct_rank,y_high_potential,rating_guard_triggered
ChIJ1z1rl4YX2jER5Dm8jwFIGjY,CN->SG,Food,2025-06,27.666666666666668,43.333333333333336,0.43600183196824593,4.02,4.03,0.010000000000000675,897,0.8022988505747126,1.0,0
ChIJ23Ty8lA-TjURHd89nkstaTQ,SG->JP,Hotel,2025-06,21.666666666666668,10.333333333333334,-0.6931471805599454,3.86,3.84,-0.020000000000000018,634,0.057692307692307696,0.0,0
ChIJ26f-6Z4Z2jERGpsI6a3XdiU,CN->SG,Food,2025-06,34.666666666666664,40.666666666666664,0.1554849028403953,4.26,4.18,-0.08000000000000007,2200,0.5494252873563218,0.0,0
ChIJ27Nx_BgZ2jER-eTIMZ8ZORM,CN->SG,Food,2025-06,7.0,11.333333333333334,0.43286408229627904,4.06,4.03,-0.02999999999999936,380,0.7977011494252874,0.0,0
ChIJ29nxtLmt-jQRblerA0V822Y,SG->JP,Food,2025-06,0.6666666666666666,2.0,0.5877866649021192,4.63,4.59,-0.040000000000000036,48,0.9491525423728814,1.0,0
ChIJ2QcVw3UZ2jEREjm88AVOKQ4,CN->SG,Retail,2025-06,35.666666666666664,52.333333333333336,0.3746934494414109,4.15,4.12,-0.03000000000000025,1408,0.8228571428571428,1.0,0
ChIJ2QyAErEb2jER2La0cesrzwA,CN->SG,Food,2025-06,21.333333333333332,22.666666666666668,0.05798725765034973,4.91,4.9,-0.009999999999999787,660,0.4160919540229885,0.0,0
ChIJ2RYvmDE92jERydbpoKoXNZ4,CN->SG,Hotel,2025-06,3.3333333333333335,5.0,0.3254224004346278,3.37,3.39,0.020000000000000018,160,0.68,0.0,1
ChIJ2TQikGwZ2jERHGPeD2UcWHE,CN->SG,Retail,2025-06,20.666666666666668,31.666666666666668,0.4105802087749346,4.22,4.25,0.03000000000000025,865,0.8514285714285714,1.0,0
ChIJ2Ulmp4sX2jERNAywLFoljmI,CN->SG,Retail,2025-06,12.333333333333334,15.666666666666666,0.2231435513142097,4.3,4.3,0.0,581,0.6514285714285715,0.0,0
ChIJ2W1-PnwV2jEReBwbgDPcUpg,CN->SG,Retail,2025-06,3.0,3.0,0.0,4.09,4.09,0.0,92,0.3942857142857143,0.0,0
ChIJ2XAPSDYQ2jEROm78Hw5Pgos,CN->SG,Food,2025-06,9.666666666666666,16.333333333333332,0.48550781578170055,3.96,3.89,-0.06999999999999984,584,0.8459770114942529,1.0,0
ChIJ2Y8ISqI92jERJAkMl3WwlXA,CN->SG,Food,2025-06,5.333333333333333,8.0,0.35139788683788886,4.1,4.02,-0.08000000000000007,278,0.7402298850574712,0.0,0
ChIJ2Zxh8XIY2jERm5xQHVxhv60,CN->SG,Retail,2025-06,1.6666666666666667,2.0,0.11778303565638348,3.6,3.52,-0.08000000000000007,146,0.56,0.0,0
ChIJ2a-inzYY2jERLUhmFqKO46I,CN->SG,Hotel,2025-06,6.333333333333333,6.666666666666667,0.04445176257083405,3.48,3.42,-0.06000000000000005,230,0.344,0.0,1
ChIJ2bHiYZn3UjUR17rpMG4aVso,SG->JP,Hotel,2025-06,5.333333333333333,4.333333333333333,-0.17185025692665912,4.62,4.68,0.05999999999999961,126,0.41346153846153844,0.0,0
ChIJ2cHrHK8P2jERrEVc8kgYqmg,CN->SG,Food,2025-06,1.0,2.3333333333333335,0.5108256237659908,4.4,4.4,0.0,85,0.8597701149425288,1.0,0
ChIJ2czce3IZ2jERsxb9tAMRD-Q,CN->SG,Food,2025-06,4.333333333333333,7.0,0.40546510810816416,4.72,4.71,-0.009999999999999787,199,0.7804597701149425,0.0,0
ChIJ2dQaqIYUBmARy3BIT-_hgns,SG->JP,Retail,2025-06,2.6666666666666665,4.0,0.3101549283038394,3.9,3.86,-0.040000000000000036,152,0.8551724137931035,1.0,0
ChIJ2e6Uu2kU2jERJNBBNMoMnN8,CN->SG,Beverage,2025-06,41.333333333333336,63.0,0.41330828556918986,4.1,4.03,-0.0699999999999994,1556,0.8333333333333334,1.0,0
ChIJ2fON6nbe4zQRnRlOvatgIgs,SG->JP,Hotel,2025-06,10.666666666666666,8.666666666666666,-0.18805223150293982,3.83,3.72,-0.10999999999999988,296,0.38461538461538464,0.0,0
ChIJ2wWIz58i2jERxCC-2zM6RDc,CN->SG,Retail,2025-06,4.666666666666667,6.0,0.21130909366720685,3.88,3.81,-0.06999999999999984,188,0.6457142857142857,0.0,0
ChIJ2zixJNi6HzURx0sOJNDVpDE,SG->JP,Retail,2025-06,1.0,2.0,0.4054651081081645,3.43,3.44,0.009999999999999787,88,0.9310344827586207,0.0,1
ChIJ306Qsh9gTzURYfi1LFCBlhM,SG->JP,Retail,2025-06,6.666666666666667,16.333333333333332,0.8157495026522774,3.74,3.79,0.04999999999999982,300,0.9862068965517241,1.0,0
ChIJ31zEWooZ2jERhwUgBDWxuok,CN->SG,Food,2025-06,18.333333333333332,7.666666666666667,-0.802346472524937,4.18,4.21,0.03000000000000025,466,0.004597701149425287,0.0,0
ChIJ34jrBNQi2jER8TS0jo_zrsY,CN->SG,Food,2025-06,11.333333333333334,10.333333333333334,-0.08455738802806323,4.06,4.09,0.03000000000000025,464,0.28045977011494255,0.0,0
ChIJ37tThhEY2jERRBycMYB-rUA,CN->SG,Hotel,2025-06,15.666666666666666,18.333333333333332,0.14842000511827314,4.07,4.05,-0.020000000000000462,698,0.456,0.0,0
ChIJ38SghT4Y2jER5Fe3J-Thu8M,CN->SG,Food,2025-06,11.333333333333334,10.0,-0.11441035117774412,4.36,4.35,-0.010000000000000675,268,0.23908045977011494,0.0,0
ChIJ3QOMkwkZ2jER48gyfhfXUA8,CN->SG,Hotel,2025-06,3.6666666666666665,5.666666666666667,0.35667494393873245,2.8,2.78,-0.020000000000000018,184,0.744,0.0,1
ChIJ3RvU2Ms92jERn8m4VpW10oY,CN->SG,Retail,2025-06,8.0,4.666666666666667,-0.4626235219481132,4.48,4.47,-0.010000000000000675,233,0.08,0.0,0
ChIJ3VFmD-ozTzUR1qHGXwFBp9M,SG->JP,Retail,2025-06,6.0,8.0,0.25131442828090633,3.91,3.93,0.020000000000000018,142,0.8103448275862069,1.0,0
ChIJ3XwHWncZ2jERxgr5QCa0gDw,CN->SG,Hotel,2025-06,20.0,12.0,-0.4795730802618863,4.24,4.23,-0.009999999999999787,552,0.04,0.0,0
ChIJ3XxPrrGLGGARYxqRMDZRI0o,SG->JP,Food,2025-06,4.0,4.333333333333333,0.0645385211375713,3.93,3.94,0.009999999999999787,159,0.6610169491525424,0.0,0
ChIJ3ZiRQ0wR2jER9oCv4f9T9oY,CN->SG,Food,2025-06,2.6666666666666665,3.6666666666666665,0.24116205681688796,4.67,4.73,0.0600000000000005,103,0.6413793103448275,0.0,0
ChIJ3_zCA-E92jERMg-ZGMoqa14,CN->SG,Retail,2025-06,2.3333333333333335,1.0,-0.5108256237659908,2.21,2.17,-0.040000000000000036,76,0.07428571428571429,0.0,1
ChIJ3aWJqDsR2jERqLVEI3MuG9I,CN->SG,Retail,2025-06,2.6666666666666665,2.0,-0.2006706954621511,4.33,4.34,0.009999999999999787,63,0.21142857142857144,0.0,0
ChIJ3bz7o1gF2jERqm8AJ08dOnI,CN->SG,Food,2025-06,2.0,3.3333333333333335,0.3677247801253174,3.7,3.71,0.009999999999999787,109,0.7563218390804598,0.0,0
ChIJ3cFdbwA92jERqA3tMiwPfJs,CN->SG,Hotel,2025-06,4.0,5.333333333333333,0.23638877806423042,4.29,4.28,-0.009999999999999787,126,0.584,0.0,0
ChIJ3d-qTdoW2jERjR5RsN5MalY,CN->SG,Retail,2025-06,6.0,4.0,-0.33647223662121295,4.06,4.06,0.0,232,0.14285714285714285,0.0,0
ChIJ3x67XiIZ2jERNLoiO6raxGU,CN->SG,Food,2025-06,22.666666666666668,40.0,0.549504478331102,4.88,4.89,0.009999999999999787,1109,0.8804597701149425,1.0,0
ChIJ3yzWnq0Z2jERsPnwbQa5kq4,CN->SG,Hotel,2025-06,16.333333333333332,24.666666666666668,0.3925617032722566,3.85,3.86,0.009999999999999787,744,0.792,0.0,0
ChIJ4-VvVKQZ2jERpID4oMNCeLU,CN->SG,Food,2025-06,37.666666666666664,28.666666666666668,-0.26495382137422485,4.37,4.35,-0.020000000000000462,1291,0.14022988505747128,0.0,0
ChIJ40aBt_8W2jERuo-1JPazw4o,CN->SG,Food,2025-06,14.666666666666666,17.666666666666668,0.17520408902509077,4.19,4.2,0.009999999999999787,497,0.5724137931034483,0.0,0
ChIJ40uOR4FT5TQRKUdFaS45m5Q,SG->JP,Hotel,2025-06,1.6666666666666667,1.0,-0.287682072451781,4.33,4.37,0.040000000000000036,65,0.3076923076923077,0.0,0
ChIJ42-HtKmLGGAR5Va23PeTTtk,SG->JP,Food,2025-06,2.0,0.3333333333333333,-0.810930216216329,4.63,4.65,0.020000000000000462,57,0.0847457627118644,0.0,0
ChIJ487Dp2oR2jERTV1zM0iJNYo,CN->SG,Food,2025-06,44.666666666666664,33.0,-0.2950081125438535,4.76,4.75,-0.009999999999999787,1372,0.11954022988505747,0.0,0
ChIJ48Vict4b2jERkC8mMbyY8_o,CN->SG,Food,2025-06,0.6666666666666666,0.6666666666666666,0.0,4.11,4.08,-0.03000000000000025,51,0.3563218390804598,0.0,0
ChIJ48dSqHQZ2jERezyfMJmZfNA,CN->SG,Hotel,2025-06,9.666666666666666,15.0,0.40546510810816416,4.24,4.23,-0.009999999999999787,503,0.8,1.0,0
ChIJ4S9I8FgYTjUR1Y1j8ARObq8,SG->JP,Retail,2025-06,4.0,4.333333333333333,0.0645385211375713,3.36,3.37,0.010000000000000231,138,0.6551724137931034,0.0,1
ChIJ4SkXHigZ2jERe_tpWCuslzs,CN->SG,Food,2025-06,3.6666666666666665,3.3333333333333335,-0.07410797215372167,4.65,4.67,0.019999999999999574,101,0.296551724137931,0.0,0
ChIJ4UUIyR05nycRcMOPUohvvrk,CN->SG,Retail,2025-06,0.6666666666666666,0.6666666666666666,0.0,4.95,4.97,0.019999999999999574,54,0.3942857142857143,0.0,0
ChIJ4VIYcYM92jER3JjwNuznRrU,CN->SG,Food,2025-06,100.66666666666667,172.33333333333334,0.5335170349680611,4.86,4.81,-0.05000000000000071,5324,0.8735632183908046,1.0,0
ChIJ4ctYDaEZ2jERmhYhjWkjIf4,CN->SG,Food,2025-06,12.333333333333334,7.333333333333333,-0.4700036292457357,4.54,4.44,-0.09999999999999964,511,0.059770114942528735,0.0,0
ChIJ4fVxTf8b2jERtNRUV2Ng-0Q,CN->SG,Food,2025-06,72.0,65.33333333333333,-0.09576690509200869,3.79,3.8,0.009999999999999787,2380,0.26436781609195403,0.0,0
ChIJ4w9Rwbwb2jERbaN2kBT1Eqw,CN->SG,Food,2025-06,8.666666666666666,10.0,0.12921173148000653,3.91,3.87,-0.040000000000000036,240,0.5080459770114942,0.0,0
ChIJ5-gaDK8Z2jERSUw9L4HrdK8,CN->SG,Food,2025-06,20.0,15.0,-0.27193371548364187,4.43,4.48,0.05000000000000071,747,0.135632183908046,0.0,0
ChIJ5-yYEcsi2jERkzNohBuXwi8,CN->SG,Retail,2025-06,13.333333333333334,14.0,0.04546237407675724,3.98,3.92,-0.06000000000000005,494,0.4657142857142857,0.0,0
ChIJ502VRHwZ2jERn80qua87iWE,CN->SG,Retail,2025-06,11.666666666666666,9.333333333333334,-0.2035989552412394,3.85,3.89,0.040000000000000036,452,0.2,0.0,0
ChIJ50qQPtxT5TQR03W_MWh4Jx0,SG->JP,Food,2025-06,5.333333333333333,3.3333333333333335,-0.3794896217049035,4.96,4.94,-0.019999999999999574,205,0.2542372881355932,0.0,0
ChIJ56RKQILY4zQRYiohotJp6LI,SG->JP,Food,2025-06,0.3333333333333333,0.6666666666666666,0.22314355131420976,4.45,4.47,0.019999999999999574,44,0.7627118644067796,0.0,0
ChIJ5SCE0q4e2jERLiATjgKeV90,CN->SG,Food,2025-06,14.333333333333334,25.333333333333332,0.5408064559779264,4.27,4.3,0.03000000000000025,803,0.8781609195402299,1.0,0
ChIJ5UCkFuEH2jERbLSqUpAAb4c,CN->SG,Food,2025-06,6.666666666666667,7.333333333333333,0.08338160893905089,4.21,4.26,0.04999999999999982,318,0.4528735632183908,0.0,0
ChIJ5UYXQhgZ2jERQCI74fJWWK0,CN->SG,Hotel,2025-06,5.333333333333333,5.666666666666667,0.05129329438755059,3.98,4.02,0.03999999999999959,178,0.36,0.0,0
ChIJ5WGfo3o92jERLPxTnQ3j2Os,CN->SG,Beverage,2025-06,2.0,1.3333333333333333,-0.25131442828090633,3.74,3.73,-0.010000000000000231,59,0.3333333333333333,0.0,0
ChIJ5WxqOhs92jERtMqy7oPoDdQ,CN->SG,Retail,2025-06,4.333333333333333,8.666666666666666,0.5947071077466926,3.63,3.65,0.020000000000000018,208,0.9257142857142857,1.0,0
ChIJ5XjbxhgQ2jERM4SnMVct6-Q,CN->SG,Food,2025-06,43.0,40.0,-0.07061756721395307,4.18,4.13,-0.04999999999999982,1663,0.2988505747126437,0.0,0
ChIJ5wAyHX9i4TQRmd_7XZ7CoYo,SG->JP,Hotel,2025-06,5.333333333333333,3.6666666666666665,-0.30538164955118186,4.38,4.44,0.0600000000000005,119,0.2980769230769231,0.0,0
ChIJ5ySHC3IZ2jERu-xiMMTjAVE,CN->SG,Food,2025-06,45.0,36.666666666666664,-0.19986586644486426,4.44,4.38,-0.0600000000000005,1696,0.17471264367816092,0.0,0
ChIJ5yUNSEUa2jERwFbLzYcct0g,CN->SG,Food,2025-06,6.666666666666667,16.0,0.796331416795176,4.37,4.45,0.08000000000000007,330,0.960919540229885,1.0,0
ChIJ6-LwGCgZ2jERLkfMIA8oTwg,CN->SG,Hotel,2025-06,10.333333333333334,15.0,0.3448404862917296,3.82,3.79,-0.029999999999999805,422,0.736,0.0,0
ChIJ6-ZLYd0iTjURewRjar_4XiU,SG->JP,Retail,2025-06,4.0,2.6666666666666665,-0.3101549283038394,3.71,3.67,-0.040000000000000036,114,0.2896551724137931,0.0,0
ChIJ60i8_RYY2jER0Ah_GzYBzeY,CN->SG,Food,2025-06,45.0,87.66666666666667,0.656242623624494,4.4,4.34,-0.0600000000000005,2619,0.9241379310344827,1.0,0
ChIJ6WJrhG0Z2jERFtVbDrD08jM,CN->SG,Food,2025-06,20.666666666666668,21.333333333333332,0.030305349495328482,4.56,4.52,-0.040000000000000036,460,0.4,0.0,0
ChIJ6ZICzEwP2jERlb1OvfWlxrk,CN->SG,Food,2025-06,3.0,3.3333333333333335,0.0800427076735366,4.15,4.15,0.0,162,0.4436781609195402,0.0,0
ChIJ6a1VZIzJHzURCMS5Iredbgc,SG->JP,Food,2025-06,1.3333333333333333,1.3333333333333333,0.0,4.28,4.27,-0.010000000000000675,42,0.5677966101694916,0.0,0
ChIJ6c_XS6oV2jERnoFBMjB_LbE,CN->SG,Food,2025-06,4.666666666666667,2.6666666666666665,-0.4353180712578455,4.31,4.29,-0.019999999999999574,180,0.06666666666666667,0.0,0
ChIJ6d8QElVPH2ARxiaxHgic8_I,SG->JP,Food,2025-06,3.6666666666666665,2.0,-0.44183275227903906,4.02,3.96,-0.05999999999999961,151,0.22033898305084745,0.0,0
ChIJ6eoOW7mSGGARoZPieUTuwqI,SG->JP,Food,2025-06,7.0,7.0,0.0,3.8,3.8,0.0,264,0.5677966101694916,0.0,0
ChIJ6fCnsDUjTjUR_-tCLCX2MCA,SG->JP,Retail,2025-06,7.666666666666667,6.333333333333333,-0.1670540846631665,3.67,3.63,-0.040000000000000036,246,0.45517241379310347,0.0,0
ChIJ6w20tYcP2jERTgGjpchB0Ng,CN->SG,Food,2025-06,16.0,16.0,0.0,4.31,4.27,-0.040000000000000036,461,0.3563218390804598,0.0,0
ChIJ6wtcjx0Z2jERgop9RFB4BCU,CN->SG,Food,2025-06,14.666666666666666,34.666666666666664,0.8226812327518473,4.58,4.59,0.009999999999999787,752,0.9655172413793104,1.0,0
ChIJ6yveHwAR2jER1AW2Ffr0uZ4,CN->SG,Food,2025-06,9.666666666666666,5.333333333333333,-0.5212969236332863,4.47,4.47,0.0,361,0.04597701149425287,0.0,0
ChIJ72cAtWKD-jQRyYS6Kh3IQfY,SG->JP,Retail,2025-06,1.0,3.6666666666666665,0.8472978603872036,3.86,3.86,0.0,125,0.993103448275862,1.0,0
ChIJ74mSCrsi2jERJG7qojkJU-k,CN->SG,Food,2025-06,18.0,20.0,0.10008345855698275,4.46,4.43,-0.03000000000000025,950,0.4689655172413793,0.0,0
ChIJ750o-T9TFTURV3BG7OIrVg0,SG->JP,Food,2025-06,9.333333333333334,10.666666666666666,0.12136085700426724,3.78,3.85,0.07000000000000028,373,0.6949152542372882,0.0,0
ChIJ756pFwsf2jERSX3p6a-SwwI,CN->SG,Food,2025-06,4.0,7.0,0.47000362924573547,4.79,4.76,-0.03000000000000025,171,0.835632183908046,1.0,0
ChIJ75ZsIMsX2jERnk3vHq-qutQ,CN->SG,Food,2025-06,2.3333333333333335,6.333333333333333,0.7884573603642699,4.11,4.08,-0.03000000000000025,104,0.9563218390804598,1.0,0
ChIJ77snggwG2jER0wYRCz2-4yM,CN->SG,Food,2025-06,1.3333333333333333,3.3333333333333335,0.6190392084062237,4.18,4.19,0.010000000000000675,110,0.9126436781609195,1.0,0
ChIJ78jOqDkY2jER6Dug5gnIsaI,CN->SG,Hotel,2025-06,3.0,4.0,0.2231435513142097,3.64,3.7,0.06000000000000005,125,0.576,0.0,0
ChIJ7RY-YIe6HzUR9bqavQXSQXE,SG->JP,Retail,2025-06,9.0,9.666666666666666,0.06453852113757108,3.81,3.86,0.04999999999999982,286,0.6482758620689655,0.0,0
ChIJ7VRKwAY92jERecn25Uf7_J8,CN->SG,Food,2025-06,7.666666666666667,13.666666666666666,0.5260930958967789,4.08,4.03,-0.04999999999999982,306,0.871264367816092,1.0,0
ChIJ7WQdysgbTjUR1EwVUIEGihs,SG->JP,Retail,2025-06,3.3333333333333335,5.0,0.3254224004346278,3.61,3.61,0.0,142,0.8620689655172413,1.0,0
ChIJ7cdaWf2gB2ARcnkVTXB6-k8,SG->JP,Retail,2025-06,24.0,14.0,-0.5108256237659905,3.85,3.81,-0.040000000000000036,630,0.16551724137931034,0.0,0
ChIJ7eycVVEX2jERh6RO7RYJc58,CN->SG,Retail,2025-06,1.0,2.0,0.4054651081081645,3.32,3.31,-0.009999999999999787,49,0.8457142857142858,0.0,1
ChIJ7f6S5goY2jERtgx0w1iCz84,CN->SG,Hotel,2025-06,3.3333333333333335,6.0,0.47957308026188605,3.82,3.82,0.0,190,0.84,1.0,0
ChIJ7x88fqUX2jER7NhWcEMV6lg,CN->SG,Hotel,2025-06,5.0,3.6666666666666665,-0.2513144282809061,3.79,3.79,0.0,183,0.112,0.0,0
ChIJ80ZPPvUR2jERsK-jEZy1Owc,CN->SG,Food,2025-06,4.333333333333333,6.0,0.27193371548364165,4.19,4.18,-0.010000000000000675,248,0.6770114942528735,0.0,0
ChIJ82KCjowZ2jER37FvW5wmONU,CN->SG,Food,2025-06,35.333333333333336,41.333333333333336,0.15283920422944774,4.5,4.53,0.03000000000000025,1835,0.5448275862068965,0.0,0
