merchant_id,corridor,category,latitude,longitude,geo_precision,hotspot_min_dist_km,hotspot_proximity_score,hotspot_count_3km,nearest_hotspot,review_lang_share_source,n_reviews_sampled,name_script_source_share,exposure_score,exposure_components
ChIJ01fgzLUe2jERxlhvImcbZ7g,CN->SG,Food,1.2476808,103.8420723,crawler_exact,2.149,0.341399,1,Sentosa / Resorts World,,0,0.0,0.5975033738191633,2
ChIJ04oiK_kZ2jERX0ctMP0WwiY,CN->SG,Food,1.3219317,103.8245858,crawler_exact,2.067,0.355779,1,Orchard Road,,0,0.0,0.6002024291497976,2
ChIJ09w94vg92jERb-r87uDlCOc,CN->SG,Food,1.3414933,103.918978,crawler_exact,8.119,0.01726,0,Jewel Changi,,0,0.0,0.36403508771929827,2
ChIJ0zevoBEZ2jER9eYTLSlcX1Q,CN->SG,Food,1.2803318,103.8475438,crawler_exact,0.332,0.847246,6,Chinatown / Niu Che Shui,,0,0.0,0.7189608636977058,2
ChIJ1-cdD7EZ2jERRwu1YXcr6jk,CN->SG,Food,1.301179,103.859969,crawler_exact,0.457,0.795768,6,Bugis Street,,0,0.0,0.6926450742240216,2
ChIJ10ST3Vo92jERg2zwKGJ5FKs,CN->SG,Food,1.3597824,103.9904808,crawler_exact,0.104,0.949287,1,Jewel Changi,,0,0.0,0.7324561403508771,2
ChIJ1TIAJCMa2jERxEA9Zo_-TMs,CN->SG,Food,1.3019405,103.8116485,crawler_exact,2.263,0.32261,1,Orchard Road,,0,0.0,0.5927800269905533,2
ChIJ1UPefHIZ2jERNw75Jntk0oM,CN->SG,Food,1.2794333,103.8416097,crawler_exact,0.423,0.80953,6,Chinatown / Niu Che Shui,,0,0.0,0.6980431848852902,2
ChIJ1_EJz8cZ2jERdsetNXi_zHc,CN->SG,Food,1.3095518,103.855504,crawler_exact,0.996,0.607633,5,Bugis Street,,0,0.0,0.6292172739541161,2
ChIJ1bio5vwV2jERYTVD256o8FQ,CN->SG,Food,1.3272183,103.6785455,crawler_exact,17.218,0.000182,0,Orchard Road,,0,0.0,0.25573549257759787,2
ChIJ1ceJAYIZ2jERBDq8G-PB1Ck,CN->SG,Food,1.3324028,103.8850935,crawler_exact,4.8,0.090729,0,Bugis Street,,0,0.0,0.48144399460188936,2
ChIJ1d0-d6oZ2jERbqzDiEHTuS8,CN->SG,Food,1.312811,103.8541745,crawler_exact,1.371,0.503766,4,Bugis Street,,0,0.0,0.6123481781376519,2
ChIJ1z1rl4YX2jER5Dm8jwFIGjY,CN->SG,Food,1.3303589,103.875493,crawler_exact,3.962,0.137963,0,Bugis Street,,0,0.0,0.5226045883940621,2
ChIJ26f-6Z4Z2jERGpsI6a3XdiU,CN->SG,Food,1.2919659,103.8426977,crawler_exact,0.446,0.80031,7,Clarke Quay,,0,0.0,0.6946693657219973,2
ChIJ27Nx_BgZ2jER-eTIMZ8ZORM,CN->SG,Food,1.3121512,103.8746939,crawler_exact,2.452,0.293392,1,Bugis Street,,0,0.0,0.5894062078272604,2
ChIJ2QyAErEb2jER2La0cesrzwA,CN->SG,Food,1.2529859,103.8205133,crawler_exact,0.382,0.825975,1,Sentosa / Resorts World,,0,0.0,0.7108636977058029,2
ChIJ2XAPSDYQ2jEROm78Hw5Pgos,CN->SG,Food,1.357657,103.7506629,crawler_exact,10.766,0.004595,0,Orchard Road,,0,0.0,0.33299595141700405,2
ChIJ2Y8ISqI92jERJAkMl3WwlXA,CN->SG,Food,1.3935658,103.9177688,crawler_exact,8.81,0.012219,0,Jewel Changi,,0,0.0,0.35728744939271256,2
ChIJ2cHrHK8P2jERrEVc8kgYqmg,CN->SG,Food,1.3294537,103.682807,crawler_exact,16.788,0.000226,0,Orchard Road,,0,0.0,0.2655195681511471,2
ChIJ2czce3IZ2jERsxb9tAMRD-Q,CN->SG,Food,1.2803389,103.8420164,crawler_exact,0.335,0.84565,7,Chinatown / Niu Che Shui,,0,0.0,0.7182860998650472,2
ChIJ31zEWooZ2jERhwUgBDWxuok,CN->SG,Food,1.305035,103.823845,crawler_exact,0.885,0.64252,2,Orchard Road,,0,0.0,0.6390013495276653,2
ChIJ34jrBNQi2jER8TS0jo_zrsY,CN->SG,Food,1.3320173,103.9462022,crawler_exact,5.747,0.056509,0,Jewel Changi,,0,0.07894736842105263,0.6761133603238866,2
ChIJ38SghT4Y2jER5Fe3J-Thu8M,CN->SG,Food,1.3117522,103.8877748,crawler_exact,3.754,0.153039,0,Bugis Street,,0,0.0,0.5280026990553306,2
ChIJ3ZiRQ0wR2jER9oCv4f9T9oY,CN->SG,Food,1.3423657,103.7752408,crawler_exact,7.549,0.022954,0,Orchard Road,,0,0.0,0.38292847503373817,2
ChIJ3bz7o1gF2jERqm8AJ08dOnI,CN->SG,Food,1.327209,103.678718,crawler_exact,17.199,0.000184,0,Orchard Road,,0,0.0,0.25809716599190285,2
ChIJ3x67XiIZ2jERNLoiO6raxGU,CN->SG,Food,1.295069,103.8599416,crawler_exact,0.762,0.683297,6,Bugis Street,,0,0.0,0.652834008097166,2
ChIJ4-VvVKQZ2jERpID4oMNCeLU,CN->SG,Food,1.2939134,103.8538711,crawler_exact,0.777,0.678082,7,Bugis Street,,0,0.0,0.6514844804318489,2
ChIJ40aBt_8W2jERuo-1JPazw4o,CN->SG,Food,1.3652583,103.8658003,crawler_exact,7.273,0.026339,0,Bugis Street,,0,0.0,0.3964237516869096,2
ChIJ487Dp2oR2jERTV1zM0iJNYo,CN->SG,Food,1.3305038,103.7443055,crawler_exact,10.138,0.00629,0,Orchard Road,,0,0.0,0.34210526315789475,2
ChIJ48Vict4b2jERkC8mMbyY8_o,CN->SG,Food,1.3418745,103.8113082,crawler_exact,4.71,0.094893,0,Orchard Road,,0,0.0,0.4875168690958165,2
ChIJ4SkXHigZ2jERe_tpWCuslzs,CN->SG,Food,1.2788698,103.8438265,crawler_exact,0.312,0.855625,6,Chinatown / Niu Che Shui,,0,0.0,0.7196356275303644,2
ChIJ4VIYcYM92jER3JjwNuznRrU,CN->SG,Food,1.3521977,103.9416774,crawler_exact,5.399,0.067231,0,Jewel Changi,,0,0.0,0.44365721997300944,2
ChIJ4ctYDaEZ2jERmhYhjWkjIf4,CN->SG,Food,1.2973463,103.857383,crawler_exact,0.398,0.81972,7,Bugis Street,,0,0.0,0.7061403508771931,2
ChIJ4fVxTf8b2jERtNRUV2Ng-0Q,CN->SG,Food,1.2524212,103.8161708,crawler_exact,0.866,0.648526,1,Sentosa / Resorts World,,0,0.0,0.6413630229419703,2
ChIJ4w9Rwbwb2jERbaN2kBT1Eqw,CN->SG,Food,1.2775513,103.8174644,crawler_exact,2.712,0.257709,1,Sentosa / Resorts World,,0,0.0,0.5725371120107963,2
ChIJ5-gaDK8Z2jERSUw9L4HrdK8,CN->SG,Food,1.2946756,103.8582806,crawler_exact,0.71,0.701197,6,Bugis Street,,0,0.0,0.657557354925776,2
ChIJ5SCE0q4e2jERLiATjgKeV90,CN->SG,Food,1.2457724,103.8267834,crawler_exact,0.973,0.614734,1,Sentosa / Resorts World,,0,0.0,0.6332658569500675,2
ChIJ5UCkFuEH2jERbLSqUpAAb4c,CN->SG,Food,1.3154265,103.6316115,crawler_exact,22.286,1.4e-05,0,Orchard Road,,0,0.0,0.24021592442645073,2
ChIJ5XjbxhgQ2jERM4SnMVct6-Q,CN->SG,Food,1.3446764,103.7353697,crawler_exact,11.601,0.003027,0,Orchard Road,,0,0.0,0.3147773279352227,2
ChIJ5ySHC3IZ2jERu-xiMMTjAVE,CN->SG,Food,1.3058022,103.810095,crawler_exact,2.415,0.298879,1,Orchard Road,,0,0.0,0.590080971659919,2
ChIJ5yUNSEUa2jERwFbLzYcct0g,CN->SG,Food,1.2996794,103.78726,crawler_exact,4.984,0.082745,0,Orchard Road,,0,0.0,0.4719973009446694,2
ChIJ60i8_RYY2jER0Ah_GzYBzeY,CN->SG,Food,1.3149417,103.8945413,crawler_exact,4.582,0.101162,0,Bugis Street,,0,0.0,0.49291497975708504,2
ChIJ6WJrhG0Z2jERFtVbDrD08jM,CN->SG,Food,1.2939004,103.8418116,crawler_exact,0.631,0.729388,7,Clarke Quay,,0,0.0,0.6690283400809717,2
ChIJ6ZICzEwP2jERlb1OvfWlxrk,CN->SG,Food,1.3425467,103.6354306,crawler_exact,22.229,1.5e-05,0,Orchard Road,,0,0.0,0.2432523616734143,2
ChIJ6c_XS6oV2jERnoFBMjB_LbE,CN->SG,Food,1.4344224,103.823281,crawler_exact,14.444,0.00073,0,Orchard Road,,0,0.0,0.28373819163292846,2
ChIJ6w20tYcP2jERTgGjpchB0Ng,CN->SG,Food,1.335214,103.7061558,crawler_exact,14.371,0.000758,0,Orchard Road,,0,0.0,0.2850877192982456,2
ChIJ6wtcjx0Z2jERgop9RFB4BCU,CN->SG,Food,1.30649,103.8519744,crawler_exact,0.787,0.674688,6,Bugis Street,,0,0.0,0.6494601889338731,2
ChIJ6yveHwAR2jER1AW2Ffr0uZ4,CN->SG,Food,1.3571577,103.7630314,crawler_exact,9.609,0.008192,0,Orchard Road,,0,0.0,0.35121457489878544,2
ChIJ74mSCrsi2jERJG7qojkJU-k,CN->SG,Food,1.3132206,103.9293525,crawler_exact,8.111,0.017325,0,Gardens by the Bay,,0,0.0,0.3647098515519568,2
ChIJ756pFwsf2jERSX3p6a-SwwI,CN->SG,Food,1.2472748,103.8399516,crawler_exact,1.945,0.378127,1,Sentosa / Resorts World,,0,0.0,0.604251012145749,2
ChIJ75ZsIMsX2jERnk3vHq-qutQ,CN->SG,Food,1.3627025,103.8939807,crawler_exact,8.1,0.017424,0,Bugis Street,,0,0.0,0.3653846153846154,2
ChIJ77snggwG2jER0wYRCz2-4yM,CN->SG,Food,1.3108778,103.630262,crawler_exact,22.414,1.4e-05,0,Orchard Road,,0,0.0,0.24021592442645073,2
ChIJ7VRKwAY92jERecn25Uf7_J8,CN->SG,Food,1.3600744,103.9536754,crawler_exact,3.994,0.135775,0,Jewel Changi,,0,0.0,0.5192307692307692,2
ChIJ80ZPPvUR2jERsK-jEZy1Owc,CN->SG,Food,1.330109,103.744756,crawler_exact,10.077,0.006483,0,Orchard Road,,0,0.0,0.3431174089068826,2
ChIJ82KCjowZ2jER37FvW5wmONU,CN->SG,Food,1.3061111,103.8286111,crawler_exact,0.383,0.825594,2,Orchard Road,,0,0.0,0.7101889338731444,2
ChIJ8TTpmsk92jERNHpupLAkT3Q,CN->SG,Food,1.3320183,103.9461061,crawler_exact,5.756,0.056258,0,Jewel Changi,,0,0.0,0.4335357624831309,2
ChIJ8VPbCQcY2jER_UWNKLjbjgQ,CN->SG,Food,1.3191889,103.9124729,crawler_exact,6.62,0.036517,0,Bugis Street,,0,0.0,0.4126180836707153,2
ChIJ8_VREaYR2jERtLdaxL0W1Sc,CN->SG,Food,1.3483489,103.7442538,crawler_exact,10.87,0.004361,0,Orchard Road,,0,0.0,0.3296221322537112,2
ChIJ9-t6OzsY2jER4mR3gW7x-s8,CN->SG,Food,1.3161875,103.8833377,crawler_exact,3.508,0.173062,0,Bugis Street,,0,0.2222222222222222,0.7908232118758434,2
ChIJ93wE0BcY2jERorSvVjCkWN8,CN->SG,Food,1.3151274,103.8917245,crawler_exact,4.298,0.116623,0,Bugis Street,,0,0.0,0.5043859649122807,2
ChIJ978lPHYP2jERf2c1HxrwMsQ,CN->SG,Food,1.332714,103.678929,crawler_exact,17.275,0.000177,0,Orchard Road,,0,0.0,0.25472334682861,2
ChIJ98EW-_g92jERT1piAsJAnow,CN->SG,Food,1.3933217,103.9176177,crawler_exact,8.813,0.012196,0,Jewel Changi,,0,0.0,0.356612685560054,2
ChIJ99TNbQ0Z2jERRn54Uqk3ojc,CN->SG,Food,1.3130143,103.8260798,crawler_exact,1.113,0.573228,1,Orchard Road,,0,0.14285714285714285,0.8717948717948718,2
ChIJ9ciIgO892jERUNJPC3z_jKA,CN->SG,Food,1.3427303,103.9530181,crawler_exact,4.502,0.105296,0,Jewel Changi,,0,0.0,0.49730094466936575,2
ChIJ9coFPjQY2jERbycvhMP_z-w,CN->SG,Food,1.3110978,103.8725542,crawler_exact,2.189,0.334764,1,Bugis Street,,0,0.0,0.5968286099865048,2
ChIJ9y7Rbo4a2jERLC1BGHJVV_w,CN->SG,Food,1.3151,103.7647806,crawler_exact,7.538,0.023077,0,Orchard Road,,0,0.13333333333333333,0.6322537112010795,2
ChIJA17IiV4X2jERbNjg85Wi4NU,CN->SG,Food,1.2945449,103.7961273,crawler_exact,4.126,0.127053,0,Orchard Road,,0,0.0,0.5104588394062078,2
ChIJA3PsA1QX2jER0STfSUKNqbU,CN->SG,Food,1.3332616,103.878829,crawler_exact,4.437,0.108772,0,Bugis Street,,0,0.0,0.5016869095816464,2
ChIJAQAAsAAc2jERbbHzLY1ImcM,CN->SG,Food,1.2516525,103.8171855,crawler_exact,0.78,0.676962,1,Sentosa / Resorts World,,0,0.0,0.6508097165991903,2
ChIJAXBY2D0U2jERZWpNAYMidOw,CN->SG,Food,1.4136054,103.8448136,crawler_exact,12.185,0.00226,0,Orchard Road,,0,0.0,0.30398110661268557,2
ChIJAaUa-RcU2jERfUdAHPUblEQ,CN->SG,Food,1.4109962,103.8443196,crawler_exact,11.89,0.002619,0,Orchard Road,,0,0.0,0.3093792172739541,2
ChIJAbqMFbsi2jEROYuBNPvVbvI,CN->SG,Food,1.3070356,103.9043681,crawler_exact,5.342,0.069177,0,Gardens by the Bay,,0,0.0,0.44635627530364375,2
ChIJAdJ_1hQ92jERP1rHP9LQY2Q,CN->SG,Food,1.3467606,103.9380649,crawler_exact,5.918,0.051877,0,Jewel Changi,,0,0.0,0.4274628879892038,2
ChIJAwFUL6QQ2jERRnZAgGX_g1k,CN->SG,Food,1.3317747,103.806434,crawler_exact,4.117,0.127657,0,Orchard Road,,0,0.0,0.511808367071525,2
ChIJAyjVlcs82jERAt-b0q8rhoM,CN->SG,Food,1.3292506,103.9796745,crawler_exact,3.603,0.165019,0,Jewel Changi,,0,0.0,0.5300269905533064,2
ChIJB6GpqcIT2jER9K6akoOWj14,CN->SG,Food,1.4347341,103.7860973,crawler_exact,15.315,0.000472,0,Orchard Road,,0,0.047619047619047616,0.5128205128205128,2
ChIJBUNpgbAX2jERZR8GXn-t9-o,CN->SG,Food,1.3322686,103.892106,crawler_exact,5.348,0.06898,0,Bugis Street,,0,0.0,0.44568151147098517,2
ChIJBaFPaMEj2jERDH3HboYBSX8,CN->SG,Food,1.3127347,103.9240304,crawler_exact,7.557,0.022852,0,Gardens by the Bay,,0,0.07547169811320754,0.6228070175438597,2
ChIJBcVP76MZ2jEROyOCv2NE8v4,CN->SG,Food,1.3972416,103.9615845,crawler_exact,5.173,0.0753,0,Jewel Changi,,0,0.0,0.45445344129554655,2
ChIJBcgWhBEY2jERvkEpJH2j-iQ,CN->SG,Food,1.3125473,103.9002718,crawler_exact,5.108,0.077754,0,Bugis Street,,0,0.0,0.4645748987854251,2
ChIJBf9ijzgZ2jERVOfl83L9Gfw,CN->SG,Food,1.2860955,103.8499191,crawler_exact,0.515,0.772891,7,Merlion Park,,0,0.0,0.6825236167341431,2
ChIJBwvgX8492jERuGqgO6qiZPc,CN->SG,Food,1.3618455,103.9902021,crawler_exact,0.205,0.902439,1,Jewel Changi,,0,0.0,0.7284075573549258,2
ChIJBxcAf-IZ2jERpPV_h8SXdXk,CN->SG,Food,1.2718599,103.8023731,crawler_exact,3.101,0.212115,0,Sentosa / Resorts World,,0,0.0,0.5516194331983806,2
ChIJC4p6u00X2jERvdPg-FGB6-M,CN->SG,Food,1.3756625,103.9550846,crawler_exact,4.209,0.121905,0,Jewel Changi,,0,0.0,0.5064102564102564,2
ChIJC690iKYi2jERvmTCA-JjDn8,CN->SG,Food,1.3142974,103.9194291,crawler_exact,7.193,0.027421,0,Gardens by the Bay,,0,0.0,0.39709851551956815,2
ChIJCSu9KUIQ2jERmAlWHXSKk9U,CN->SG,Food,1.3476898,103.7580109,crawler_exact,9.488,0.008702,0,Orchard Road,,0,0.0,0.35323886639676116,2
ChIJCXYS9GMZ2jER3VTObljuSjc,CN->SG,Food,1.3081398,103.8508054,crawler_exact,1.012,0.602977,5,Bugis Street,,0,0.0,0.6285425101214575,2
ChIJC_Bo7lYZ2jERATwK_6d9UUA,CN->SG,Food,1.3042087,103.904484,crawler_exact,5.194,0.074501,0,Gardens by the Bay,,0,0.0,0.4531039136302294,2
ChIJCaCSXqwi2jERDYg02QOWzng,CN->SG,Food,1.3235722,103.9220387,crawler_exact,7.783,0.02041,0,Bugis Street,,0,0.0,0.37280701754385964,2
ChIJCxTorhMY2jER96kxaVyOcZc,CN->SG,Food,1.3100053,103.8993095,crawler_exact,4.938,0.084682,0,Bugis Street,,0,0.0,0.47537112010796223,2
ChIJCzL6GnwW2jERtpXp_2IKVbI,CN->SG,Food,1.396217,103.8729069,crawler_exact,10.799,0.004519,0,Bugis Street,,0,0.0,0.3323211875843455,2
ChIJCzqSjTE92jERCxig5QFo4o8,CN->SG,Food,1.3311377,103.9475055,crawler_exact,5.681,0.058411,0,Jewel Changi,,0,0.0,0.43623481781376516,2
ChIJD-HIEdkT2jERTPBGsoeo-dg,CN->SG,Food,1.4044329,103.7935492,crawler_exact,11.867,0.00265,0,Orchard Road,,0,0.0,0.3100539811066127,2
ChIJDVTpC_8S2jERSz_upFj7WYo,CN->SG,Food,1.4539459,103.7776873,crawler_exact,17.642,0.000148,0,Orchard Road,,0,0.0,0.24932523616734142,2
ChIJDY2nRIQZ2jERIIYwqhVhqSY,CN->SG,Food,1.2952109,103.8295574,crawler_exact,1.095,0.578389,5,Orchard Road,,0,0.0,0.6244939271255061,2
ChIJDbcktlQ92jER_Ao30nl1TYs,CN->SG,Food,1.3270906,103.9187045,crawler_exact,7.578,0.022622,0,Bugis Street,,0,0.0,0.3809041835357625,2
ChIJDc8qzwkZ2jERhTL-WDLdqMk,CN->SG,Food,1.3139756,103.8872723,crawler_exact,3.791,0.150211,0,Bugis Street,,0,0.0,0.5266531713900136,2
ChIJDfXnoY8X2jERliGvwx0x__Y,CN->SG,Food,1.359469,103.8851289,crawler_exact,7.308,0.025887,0,Bugis Street,,0,0.0,0.3943994601889339,2
ChIJDxsfxWYZ2jER66T76Wy5Stw,CN->SG,Food,1.3037177,103.9029408,crawler_exact,5.017,0.081371,0,Gardens by the Bay,,0,0.0,0.46963562753036436,2
ChIJE0M5ac8F2jER4VyguvgqOAg,CN->SG,Food,1.3271996,103.6786162,crawler_exact,17.21,0.000183,0,Orchard Road,,0,0.0,0.25708502024291496,2
ChIJE8Ua3jsX2jERAG8RxkneTfg,CN->SG,Food,1.3595524,103.8884823,crawler_exact,7.489,0.023644,0,Bugis Street,,0,0.0,0.3890013495276653,2
ChIJE8vfxYoV2jERyXYCN80Q6lk,CN->SG,Food,1.4069042,103.9018729,crawler_exact,11.054,0.003978,0,Jewel Changi,,0,0.0,0.3215249662618084,2
ChIJEVP4-TsQ2jERgoJNF34c_Hs,CN->SG,Food,1.3503551,103.7459189,crawler_exact,10.808,0.004499,0,Orchard Road,,0,0.0,0.3316464237516869,2
ChIJEWNnq5of2jER69_bjd4nzlg,CN->SG,Food,1.2492482,103.8244513,crawler_exact,0.533,0.765936,1,Sentosa / Resorts World,,0,0.0,0.6784750337381916,2
ChIJEbQ9xpYZ2jERyBrI8a2FtEY,CN->SG,Food,1.2803733,103.8438899,crawler_exact,0.161,0.922639,6,Chinatown / Niu Che Shui,,0,0.0,0.7317813765182186,2
ChIJF9leE50Z2jER4uEdueSxtsM,CN->SG,Food,1.2896087,103.8358913,crawler_exact,1.186,0.552788,6,Clarke Quay,,0,0.0,0.6190958164642375,2
ChIJFUNR1fgZ2jER8_PFL26c8Ao,CN->SG,Food,1.3217087,103.8253106,crawler_exact,2.014,0.365348,1,Orchard Road,,0,0.0,0.6022267206477733,2
ChIJFZItt4EU2jERs4G5nrj3tTk,CN->SG,Food,1.4420426,103.823434,crawler_exact,15.289,0.000479,0,Orchard Road,,0,0.0,0.27564102564102566,2
ChIJFdruaMEb2jERMCmyEfu4Tws,CN->SG,Food,1.2738884,103.8033299,crawler_exact,3.173,0.204621,0,Sentosa / Resorts World,,0,0.0,0.5475708502024291,2
ChIJFw8zxhQY2jER2QJnMRERk90,CN->SG,Food,1.3082024,103.8953429,crawler_exact,4.465,0.107235,0,Bugis Street,,0,0.0,0.49966261808367074,2
ChIJFykj1mEQ2jER50T02kGd1OY,CN->SG,Food,1.3425021,103.7753333,crawler_exact,7.548,0.022956,0,Orchard Road,,0,0.0,0.3836032388663968,2
ChIJFzRwWakQ2jER4xnnIvUAwG4,CN->SG,Food,1.330341,103.8157055,crawler_exact,3.357,0.18669,0,Orchard Road,,0,0.0,0.5387989203778678,2
ChIJFzRwWakQ2jERhCPJUvP8VQM,CN->SG,Food,1.3308434,103.8160288,crawler_exact,3.385,0.184035,0,Orchard Road,,0,0.0,0.5381241565452092,2
ChIJG4HBP5M82jERqbo7uo6pc-g,CN->SG,Food,1.3552177,103.9859232,crawler_exact,0.68,0.711931,1,Jewel Changi,,0,0.0,0.6609311740890689,2
ChIJG5k102MQ2jER0OMTkkFt5XI,CN->SG,Food,1.3409149,103.7724501,crawler_exact,7.724,0.021029,0,Orchard Road,,0,0.0,0.3755060728744939,2
ChIJGVCKbHEY2jERe4sLs53yWvg,CN->SG,Food,1.3011283,103.9065943,crawler_exact,5.25,0.072451,0,Gardens by the Bay,,0,0.0,0.4510796221322537,2
ChIJH2qMV_Ab2jERmx2LbOg0S1Y,CN->SG,Food,1.3171058,103.7571912,crawler_exact,8.406,0.01495,0,Orchard Road,,0,0.0,0.3599865047233468,2
ChIJH8LySQkZ2jERFAGAVveJaA0,CN->SG,Food,1.3069216,103.9045661,crawler_exact,5.354,0.068763,0,Gardens by the Bay,,0,0.0,0.4450067476383266,2
ChIJHQALBw8Q2jERTRbxK3smjw0,CN->SG,Food,1.3336757,103.7425569,crawler_exact,10.427,0.005441,0,Orchard Road,,0,0.0,0.3390688259109312,2
ChIJHTeC7DUQ2jERQJ0WFpTQDCs,CN->SG,Food,1.361389,103.7512015,crawler_exact,10.949,0.004193,0,Orchard Road,,0,0.0,0.3255735492577598,2
ChIJHWpH1g0Q2jERAwYNmAwf7_g,CN->SG,Food,1.3349575,103.7468492,crawler_exact,10.021,0.006667,0,Orchard Road,,0,0.0,0.34446693657219973,2
ChIJHcaYLpMP2jERjhDMRZ9A7-k,CN->SG,Food,1.3399211,103.7058776,crawler_exact,14.533,0.000699,0,Orchard Road,,0,0.13636363636363635,0.529689608636977,2
ChIJHenLA_ET2jERbOlUI2JLLOc,CN->SG,Food,1.4694763,103.8194072,crawler_exact,18.363,0.000103,0,Orchard Road,,0,0.0,0.2479757085020243,2
ChIJHfUPa50Z2jERGJvm5OXf788,CN->SG,Food,1.2806358,103.8415896,crawler_exact,0.37,0.83127,7,Chinatown / Niu Che Shui,,0,0.0,0.7128879892037787,2
ChIJHwZEaooQ2jERl-shndvFq7I,CN->SG,Food,1.342311,103.7763425,crawler_exact,7.443,0.024193,0,Orchard Road,,0,0.0,0.391025641025641,2
ChIJI07EtWMU2jERtBIsqvMyp6E,CN->SG,Food,1.4366413,103.8374016,crawler_exact,14.673,0.000651,0,Orchard Road,,0,0.0,0.2790148448043185,2
ChIJITBrvHQG2jERcNDnppjqfR8,CN->SG,Food,1.308057,103.6314757,crawler_exact,22.209,1.5e-05,0,Sentosa / Resorts World,,0,0.0,0.2432523616734143,2
ChIJIWhO2LgZ2jER5HDOAKsQ1cA,CN->SG,Food,1.3054587,103.8521936,crawler_exact,0.679,0.711966,7,Bugis Street,,0,0.0,0.6616059379217274,2
ChIJIWql3dwP2jER2Vofb-ef4Y8,CN->SG,Food,1.3487191,103.7187866,crawler_exact,13.479,0.001183,0,Orchard Road,,0,0.0,0.2918353576248313,2
ChIJId31rWkb2jERHn7iY6qgijA,CN->SG,Food,1.289692,103.8153757,crawler_exact,2.481,0.289225,1,Orchard Road,,0,0.0,0.5873819163292848,2
ChIJIwIB3TYZ2jERc_YxKyz3ApI,CN->SG,Food,1.3052997,103.8284288,crawler_exact,0.379,0.82743,2,Orchard Road,,0,0.0,0.7122132253711201,2
ChIJIxNKcs8b2jER_qRtK-FF8z8,CN->SG,Food,1.3033447,103.8104234,crawler_exact,2.382,0.303938,1,Orchard Road,,0,0.0,0.5907557354925776,2
ChIJJ12oOwAF2jER1c9sOEh17uE,CN->SG,Food,1.3250128,103.6786652,crawler_exact,17.171,0.000187,0,Orchard Road,,0,0.0,0.25944669365721995,2
ChIJJ2b_-MM92jERX9O7FKfuL6s,CN->SG,Food,1.3319849,103.9461517,crawler_exact,5.753,0.056321,0,Jewel Changi,,0,0.0,0.4342105263157895,2
ChIJJ4D-iA0W2jERUnMrYe7fnkk,CN->SG,Food,1.3920104,103.895214,crawler_exact,11.064,0.003958,0,Bugis Street,,0,0.0,0.3208502024291498,2
ChIJJ8s24l8Z2jERmHd_s9Vxa1s,CN->SG,Food,1.2796868,103.8440099,crawler_exact,0.22,0.89587,6,Chinatown / Niu Che Shui,,0,0.0,0.7270580296896086,2
